Temperature,RH,Ws,Wind_Direction,Rain,Rain_3D_Sum,Rain_7D_Sum,Temp_3D_Max,RH_3D_Mean,Dryness_Index,VPD,Surface_Temp,Soil_Temp,Soil_Moisture,Dew_Point,Pressure,Evapotranspiration,is_day,month_sin,month_cos,hour_sin,hour_cos,NDVI,Fuel_Type_Conifer,Resin_Ignition_Potential,Nearest_Fire_Dist_KM,Wind_Fire_Vector_Alignment,is_fire
38.07,53.43,22.89,85.1,0.0,0.0,0.0,39.37,53.43,0.713,3.0969,52.28,38.07,0.0,12.47,1011.8,11.62,1,-0.866,0.5,0.7071,0.7071,0.031,0.0,0.0,100.0,180.0,0
50.67,72.52,26.32,90.0,0.0,0.0,0.0,51.35,72.52,0.699,3.5039,64.17,50.67,0.0,20.23,1005.7,7.64,1,1.0,0.0,1.0,0.0,0.008,0.0,0.0,100.0,180.0,0
16.68,46.02,11.75,319.0,2.06,0.72,6.29,14.71,45.95,0.362,1.0248,15.35,17.42,0.219,8.92,1019.3,0.52,0,-0.0,1.0,-0.7071,-0.7071,0.147,0.103,0.0054,97.61,81.5,0
22.47,50.53,12.63,74.8,7.84,4.23,24.21,22.11,56.41,0.445,1.3461,23.68,21.22,0.388,15.14,1013.3,2.1,1,0.5,0.866,-0.5,0.866,0.423,0.091,0.0168,108.53,146.8,0
10.9,94.36,8.26,144.2,0.74,1.31,7.05,9.48,97.15,0.115,0.0735,9.08,10.46,0.181,7.54,1022.4,2.58,1,-0.0,1.0,0.2588,0.9659,0.431,0.169,0.0083,61.87,158.3,0
43.73,13.38,9.93,246.7,0.0,0.0,0.0,45.58,13.38,3.269,7.7722,51.11,43.73,0.0,29.72,1015.3,4.21,0,0.866,0.5,-0.2588,0.9659,0.035,0.0,0.0,100.0,180.0,0
16.69,91.04,12.81,306.3,3.57,0.5,4.6,17.05,94.97,0.183,0.1703,18.48,16.89,0.282,15.07,1013.0,0.17,0,0.866,0.5,-0.9659,-0.2588,0.479,0.065,0.0057,121.21,131.8,0
19.26,47.41,9.46,43.2,1.19,2.01,0.38,17.46,55.34,0.406,1.1742,19.8,20.82,0.333,13.32,1018.4,0.26,0,0.866,0.5,0.9659,0.2588,0.363,0.215,0.0311,97.24,114.3,0
15.98,52.01,13.47,251.6,2.15,5.06,11.43,15.68,58.51,0.307,0.8716,15.15,17.17,0.335,12.16,1018.3,0.31,0,0.866,0.5,0.5,0.866,0.164,0.064,0.0032,97.77,159.7,0
45.12,73.47,28.23,23.9,0.0,0.0,0.0,47.21,73.47,0.614,2.5581,52.03,45.12,0.0,29.65,1013.5,13.11,1,0.866,-0.5,-0.2588,-0.9659,0.039,0.0,0.0,100.0,180.0,0
27.88,38.7,6.72,225.3,0.0,0.0,0.0,28.98,38.7,0.72,2.3002,29.03,27.88,0.01,-2.19,1017.2,13.92,0,-0.0,1.0,-0.9659,0.2588,0.031,0.0,0.0,100.0,180.0,0
13.39,73.49,2.71,260.9,0.64,10.24,60.12,11.65,76.92,0.182,0.4073,11.59,14.51,0.253,6.8,1013.8,0.13,0,0.5,-0.866,-0.5,-0.866,0.221,0.018,0.0007,124.36,106.5,0
33.98,35.21,15.79,20.7,0.39,3.61,2.01,35.24,36.12,0.965,3.4429,38.53,35.0,0.141,17.2,1010.1,5.95,1,-0.866,-0.5,-0.9659,-0.2588,0.411,0.267,0.1028,14.97,52.8,0
34.39,22.71,29.97,203.4,0.0,0.16,0.58,35.57,24.67,1.514,4.2011,47.63,39.52,0.035,9.11,1004.1,6.27,1,-0.5,-0.866,-0.9659,-0.2588,0.772,0.325,0.3634,4.97,4.4,1
28.32,46.92,18.64,53.1,1.21,1.21,2.73,29.73,47.76,0.604,2.0443,30.75,31.97,0.179,14.95,1016.3,3.3,1,-0.866,-0.5,0.2588,-0.9659,0.3,0.396,0.0702,33.94,31.0,0
31.37,44.01,11.5,21.5,0.12,0.17,1.25,30.5,51.43,0.713,2.5688,33.69,33.94,0.098,20.26,1015.6,4.85,1,-0.866,-0.5,0.2588,-0.9659,0.219,0.332,0.0506,23.58,20.8,0
12.33,61.47,1.6,289.3,1.86,3.42,6.92,10.17,60.23,0.201,0.5523,11.94,13.3,0.189,8.07,1022.3,0.02,1,-0.0,1.0,-0.5,0.866,0.443,0.064,0.0056,125.1,138.5,0
31.06,46.46,14.67,129.8,0.59,3.17,0.71,32.22,51.81,0.669,2.4135,35.3,33.52,0.144,17.49,1008.5,5.01,0,-0.866,-0.5,0.2588,-0.9659,0.309,0.267,0.054,26.33,49.0,0
44.82,32.29,17.16,67.9,0.0,0.0,0.0,46.86,32.29,1.388,6.4266,49.99,44.82,0.01,17.43,1018.2,6.88,0,-0.866,-0.5,-0.2588,-0.9659,0.01,0.0,0.0,100.0,180.0,0
43.56,15.0,2.16,270.8,0.0,0.0,0.0,44.08,15.0,2.905,7.5612,47.23,43.56,0.01,24.91,1015.3,10.29,0,0.866,0.5,0.5,0.866,0.003,0.0,0.0,100.0,180.0,0
35.35,14.17,29.75,165.8,0.0,0.1,0.02,36.88,16.43,2.494,4.9203,49.73,41.09,0.044,12.15,995.7,7.39,1,-0.866,-0.5,-0.5,-0.866,0.569,0.835,1.1071,9.72,9.7,1
37.05,16.89,44.89,217.3,0.0,0.0,0.16,38.56,20.11,2.193,5.2293,46.5,45.62,0.015,13.61,1002.8,8.02,1,-0.5,-0.866,-0.866,-0.5,0.444,0.355,0.3268,6.33,12.3,1
32.36,48.84,20.44,216.3,0.98,2.04,0.67,32.44,55.16,0.663,2.4825,36.54,35.72,0.106,16.63,1010.0,5.76,1,-0.866,-0.5,-1.0,-0.0,0.286,0.349,0.0647,31.5,62.2,1
28.18,46.53,20.01,121.5,0.56,0.57,9.61,29.27,46.68,0.606,2.0429,31.98,30.62,0.135,10.61,1012.1,4.59,1,-0.5,-0.866,0.2588,-0.9659,0.317,0.196,0.0369,29.74,23.0,0
30.61,40.22,21.71,163.5,1.47,1.56,2.61,31.29,39.89,0.761,2.6262,32.23,32.9,0.107,12.91,1009.0,3.54,0,-0.5,-0.866,0.7071,-0.7071,0.438,0.397,0.1293,20.48,64.9,1
33.27,38.18,17.46,140.6,0.08,1.11,0.05,33.41,45.91,0.872,3.1578,34.48,36.11,0.178,17.17,1008.7,5.93,1,-1.0,-0.0,-0.9659,-0.2588,0.305,0.402,0.1041,15.78,37.9,0
24.78,93.79,3.89,342.7,1.21,14.07,17.39,25.21,96.21,0.264,0.1939,26.54,24.15,0.265,21.79,1017.3,2.31,0,1.0,0.0,-0.866,0.5,0.571,0.272,0.0406,94.44,84.6,0
31.04,88.42,4.66,300.1,0.0,0.0,0.0,31.93,88.42,0.351,0.5211,37.35,31.04,0.0,4.89,1014.1,3.34,0,-0.866,-0.5,-0.9659,0.2588,0.03,0.0,0.0,100.0,180.0,0
10.4,89.9,1.92,328.2,4.66,10.02,5.77,10.02,99.3,0.116,0.1274,8.53,9.88,0.432,2.76,1018.1,0.12,1,0.5,-0.866,0.0,1.0,0.167,0.289,0.0055,123.51,88.5,0
10.56,60.32,14.03,68.4,1.5,0.7,8.75,9.75,62.94,0.175,0.5058,10.95,9.73,0.361,6.91,1024.7,2.15,1,0.5,-0.866,0.7071,-0.7071,0.217,0.076,0.0028,148.89,133.3,0
41.22,24.91,28.19,335.4,0.0,0.07,0.46,42.1,26.99,1.654,5.9073,50.55,44.91,0.016,18.6,995.7,6.24,1,-0.866,-0.5,-0.866,-0.5,0.433,0.408,0.2808,7.36,14.9,1
47.38,51.58,28.53,127.2,0.0,0.0,0.0,48.01,51.58,0.919,5.2389,59.71,47.38,0.0,26.9,1019.7,0.06,0,0.5,-0.866,-0.9659,-0.2588,0.016,0.0,0.0,100.0,180.0,0
33.54,23.3,31.51,128.8,0.0,0.02,0.05,35.35,26.55,1.44,3.9772,47.54,43.4,0.079,11.26,998.8,11.53,1,-0.866,-0.5,-0.7071,-0.7071,0.681,0.773,0.7266,7.29,20.5,1
36.38,19.7,35.85,313.6,0.0,0.32,0.06,36.67,21.67,1.847,4.8718,48.15,41.27,0.049,12.09,1001.3,7.45,1,-0.5,-0.866,0.0,-1.0,0.658,0.646,0.7468,1.76,8.7,1
32.23,46.99,19.7,149.7,0.02,1.75,7.58,31.67,46.99,0.686,2.5529,34.21,35.07,0.179,20.08,1013.9,4.16,1,-1.0,-0.0,0.0,-1.0,0.37,0.477,0.1186,32.73,64.7,0
10.05,78.62,14.02,320.9,0.36,30.43,13.23,8.45,77.93,0.128,0.2634,8.36,11.68,0.25,4.12,1016.5,0.36,0,0.866,-0.5,0.5,-0.866,0.113,0.208,0.003,125.93,126.9,0
32.29,43.71,17.41,88.9,0.26,0.21,0.59,33.68,43.59,0.739,2.721,36.81,32.94,0.123,19.68,1012.8,5.64,1,-1.0,-0.0,-1.0,-0.0,0.28,0.303,0.0614,14.56,42.3,1
31.55,46.92,19.56,19.4,0.41,1.6,0.1,31.56,47.34,0.672,2.4604,33.0,34.34,0.163,17.9,1013.6,5.55,0,-0.5,-0.866,-0.9659,0.2588,0.342,0.374,0.0842,28.54,56.3,0
39.94,8.36,15.68,234.8,0.0,0.0,0.0,42.45,8.36,4.778,6.7388,53.31,39.94,0.0,10.7,1019.8,6.32,0,0.5,0.866,0.0,1.0,0.021,0.0,0.0,100.0,180.0,0
44.92,15.27,24.14,216.2,0.0,0.06,0.32,46.64,19.7,2.941,8.0836,52.19,49.72,0.075,23.09,1003.7,10.45,1,-0.5,-0.866,-0.5,-0.866,0.734,0.575,1.164,8.7,24.5,1
18.65,85.73,13.08,251.3,2.29,3.53,2.95,18.9,84.3,0.218,0.3069,20.65,19.31,0.227,17.21,1016.7,0.89,0,-0.866,0.5,0.9659,-0.2588,0.491,0.193,0.0204,66.16,99.7,0
44.61,5.45,17.09,260.9,0.0,0.0,0.0,46.49,5.45,8.179,8.8777,55.89,44.61,0.01,11.3,1006.6,5.24,0,-0.0,1.0,-0.9659,-0.2588,0.014,0.0,0.0,100.0,180.0,0
28.53,18.15,20.32,4.0,0.0,0.0,0.0,29.26,18.15,1.572,3.1914,43.09,28.53,0.01,3.37,1015.1,6.38,0,-1.0,-0.0,0.2588,0.9659,0.009,0.0,0.0,100.0,180.0,0
44.01,75.29,25.03,66.6,0.0,0.0,0.0,45.77,75.29,0.585,2.2499,54.38,44.01,0.0,10.57,1017.0,9.5,0,0.5,0.866,-1.0,-0.0,0.005,0.0,0.0,100.0,180.0,0
39.29,45.66,20.47,306.9,0.0,0.0,0.0,41.06,45.66,0.86,3.8589,48.03,39.29,0.0,9.65,1007.2,7.2,0,-0.5,0.866,0.9659,0.2588,0.002,0.0,0.0,100.0,180.0,0
30.06,37.54,21.7,234.7,0.13,0.64,4.17,30.41,39.32,0.801,2.6597,33.86,33.58,0.177,18.58,1010.7,4.66,1,-0.5,-0.866,-0.9659,-0.2588,0.332,0.177,0.046,27.25,55.6,0
39.15,10.17,40.63,98.3,0.0,0.04,0.03,40.18,10.42,3.85,6.3295,49.4,47.9,0.014,12.78,996.5,6.97,1,-0.5,-0.866,-0.866,-0.5,0.672,0.54,1.2728,1.49,11.8,1
17.92,62.42,2.55,352.5,0.13,13.56,1.26,16.69,65.1,0.287,0.7716,16.03,18.71,0.311,15.7,1023.0,0.76,1,0.866,0.5,0.866,0.5,0.549,0.001,0.0001,137.41,111.3,0
28.75,38.7,12.21,299.8,0.96,1.3,3.79,29.73,46.51,0.743,2.4204,30.31,29.63,0.093,14.56,1017.0,5.64,0,0.0,-1.0,0.5,-0.866,0.204,0.308,0.0456,15.35,55.0,0
41.21,12.58,44.05,334.1,0.0,0.08,0.01,42.09,16.09,3.277,6.8756,46.61,44.42,0.019,20.36,1004.9,8.3,1,-0.5,-0.866,-0.7071,-0.7071,0.667,0.522,1.057,3.2,13.7,1
18.35,78.96,13.44,274.8,3.39,13.2,35.63,16.39,79.99,0.232,0.444,19.73,17.95,0.426,16.81,1019.9,2.89,0,1.0,0.0,0.2588,-0.9659,0.394,0.193,0.0175,91.5,111.5,0
29.66,39.33,11.79,51.4,0.09,2.69,7.05,30.42,37.97,0.754,2.5246,33.87,33.47,0.123,16.7,1016.3,3.08,1,0.0,-1.0,0.7071,-0.7071,0.256,0.272,0.0513,17.62,54.7,0
34.44,13.5,26.91,35.7,0.0,0.03,0.12,36.92,16.2,2.55,4.7135,42.6,38.53,0.039,6.53,1005.8,6.9,1,-0.866,-0.5,-0.9659,-0.2588,0.606,0.498,0.7174,6.63,5.6,1
36.85,20.96,36.47,66.4,0.0,0.03,0.52,38.64,21.36,1.758,4.9188,51.52,44.73,0.039,7.1,1002.4,7.65,1,-0.5,-0.866,-0.9659,-0.2588,0.797,0.673,0.9002,7.48,1.5,1
6.03,75.38,6.14,354.8,0.29,0.72,0.09,4.45,74.57,0.08,0.2307,5.74,4.23,0.19,0.73,1012.9,2.74,0,0.5,-0.866,-0.9659,0.2588,0.354,0.21,0.0059,75.66,142.9,0
29.37,43.64,13.73,10.3,1.01,1.16,1.4,29.94,47.89,0.673,2.3064,31.69,30.26,0.135,18.37,1011.3,5.48,1,-0.5,-0.866,-0.7071,-0.7071,0.46,0.36,0.1089,21.22,55.1,0
31.25,34.76,11.71,287.1,0.0,0.0,0.0,32.75,34.76,0.899,2.9722,32.7,31.25,0.01,19.87,1020.0,9.65,0,0.0,-1.0,-0.2588,-0.9659,0.024,0.0,0.0,100.0,180.0,0
27.44,20.17,13.36,238.8,0.0,0.0,0.0,29.48,20.17,1.361,2.921,35.85,27.44,0.01,9.38,1011.4,13.05,1,0.5,-0.866,-0.5,-0.866,0.009,0.0,0.0,100.0,180.0,0
28.93,83.08,16.24,263.1,0.0,0.0,0.0,31.77,83.08,0.348,0.6753,42.77,28.93,0.0,-2.96,1015.0,8.0,0,-0.5,-0.866,-0.7071,0.7071,0.028,0.0,0.0,100.0,180.0,0
33.43,41.98,12.64,108.7,0.07,0.44,0.42,33.22,43.4,0.796,2.9891,35.0,34.85,0.091,19.21,1016.4,3.34,1,-0.866,-0.5,-0.5,-0.866,0.282,0.478,0.1047,26.49,31.4,0
31.82,39.68,21.84,16.0,0.02,0.68,1.86,33.45,43.25,0.802,2.8394,36.76,34.89,0.16,19.95,1016.4,5.07,0,-0.5,-0.866,-0.7071,-0.7071,0.4,0.442,0.1382,18.14,23.4,1
16.96,56.43,14.78,284.2,2.06,3.11,13.57,15.72,54.9,0.301,0.842,16.09,18.01,0.32,13.78,1013.7,2.48,1,-0.5,0.866,0.5,0.866,0.524,0.151,0.0234,104.03,161.4,0
51.02,89.33,17.19,95.2,0.0,0.0,0.0,52.63,89.33,0.571,1.3842,63.81,51.02,0.0,27.22,1015.3,14.62,0,0.866,0.5,0.7071,0.7071,0.006,0.0,0.0,100.0,180.0,0
11.89,82.16,10.84,150.7,1.64,8.17,60.3,11.93,81.7,0.145,0.2485,11.64,11.22,0.196,4.82,1019.6,2.96,0,0.866,-0.5,0.5,0.866,0.134,0.292,0.0056,99.94,171.5,0
40.36,21.87,19.56,182.7,0.0,0.03,0.08,42.05,23.96,1.846,5.8742,48.72,46.21,0.014,13.16,995.5,8.86,1,-0.5,-0.866,-0.5,-0.866,0.544,0.864,0.829,8.26,17.4,1
17.73,93.81,10.79,213.3,2.84,9.65,15.86,15.74,94.02,0.189,0.1257,16.92,19.44,0.289,10.83,1019.7,2.04,1,1.0,0.0,-0.9659,-0.2588,0.268,0.153,0.0077,142.91,139.0,0
44.83,13.95,31.49,122.0,0.0,0.0,0.27,44.92,18.87,3.213,8.1753,50.11,51.57,0.065,15.94,999.2,10.97,1,-0.5,-0.866,-0.866,-0.5,0.575,0.883,1.5221,2.93,20.6,1
50.23,87.37,3.35,49.6,0.0,0.0,0.0,52.15,87.37,0.575,1.5762,64.16,50.23,0.01,39.08,1019.3,7.59,0,-0.866,0.5,-0.2588,0.9659,0.002,0.0,0.0,100.0,180.0,0
23.81,61.99,1.61,42.4,8.86,13.75,7.07,21.47,64.02,0.384,1.1213,23.23,22.73,0.325,20.73,1024.2,0.14,1,1.0,0.0,1.0,0.0,0.229,0.218,0.0188,135.53,115.3,0
20.94,63.65,2.56,216.8,0.14,0.43,6.94,21.55,71.89,0.329,0.9005,20.4,22.18,0.45,13.9,1019.2,0.79,0,-0.0,1.0,-0.5,0.866,0.565,0.099,0.0182,129.94,82.6,0
15.75,65.24,1.46,297.5,0.74,5.74,25.96,15.72,74.52,0.241,0.622,15.93,17.26,0.419,8.68,1022.6,0.85,0,-0.0,1.0,-0.866,-0.5,0.519,0.013,0.0016,122.94,136.0,0
38.69,10.0,20.44,67.5,0.0,0.33,0.18,39.2,10.41,3.868,6.1881,50.52,41.96,0.042,13.71,1001.1,9.23,1,-0.5,-0.866,-0.9659,-0.2588,0.492,0.755,1.3045,3.53,24.6,1
37.01,84.33,7.74,51.2,0.0,0.0,0.0,38.5,84.33,0.439,0.984,51.66,37.01,0.0,10.76,1009.7,4.94,0,-0.5,0.866,0.5,-0.866,0.001,0.0,0.0,100.0,180.0,0
28.17,45.04,18.14,187.6,0.01,0.77,0.23,28.34,48.9,0.626,2.0985,32.57,31.02,0.151,14.86,1009.4,3.31,0,-0.866,-0.5,-0.2588,-0.9659,0.265,0.429,0.0697,28.6,29.9,0
40.11,8.62,44.52,287.5,0.0,0.04,0.22,42.49,10.95,4.651,6.7786,48.21,47.88,0.06,14.55,1009.2,9.36,1,-0.866,-0.5,-0.7071,-0.7071,0.648,0.597,1.6132,9.7,8.1,1
19.99,62.19,6.44,189.0,1.47,4.06,7.27,20.63,61.42,0.321,0.8834,19.94,19.48,0.254,13.27,1018.7,0.26,1,0.5,-0.866,0.7071,-0.7071,0.156,0.118,0.0058,57.51,146.5,0
9.58,75.01,5.3,172.4,4.55,27.46,13.16,10.22,79.56,0.128,0.2983,9.41,8.45,0.436,5.54,1020.4,1.66,0,-0.0,1.0,-0.866,0.5,0.395,0.078,0.0039,136.11,178.5,0
47.45,5.9,16.59,7.3,0.0,0.0,0.0,48.18,5.9,8.039,10.2164,51.43,47.45,0.01,25.11,1007.2,8.89,1,-0.866,0.5,0.7071,0.7071,0.028,0.0,0.0,100.0,180.0,0
28.42,38.46,16.98,247.4,0.51,0.76,1.71,28.16,42.18,0.739,2.3835,29.56,30.83,0.136,11.89,1015.1,4.73,1,-0.5,-0.866,-0.7071,-0.7071,0.416,0.192,0.0576,17.46,46.1,0
29.64,47.42,16.93,114.9,0.89,2.98,7.56,29.72,50.6,0.625,2.1849,32.17,30.0,0.12,17.84,1011.7,4.14,0,0.0,-1.0,0.5,-0.866,0.327,0.474,0.0947,28.47,63.0,1
11.4,59.9,12.93,187.1,0.07,11.74,16.42,11.24,61.81,0.19,0.5407,9.45,11.06,0.282,7.96,1018.0,0.22,0,-0.0,1.0,-0.2588,0.9659,0.208,0.056,0.0022,65.85,166.4,0
40.09,21.96,22.13,9.4,0.0,0.26,0.11,40.44,22.88,1.826,5.7835,49.36,49.91,0.02,16.81,1008.5,11.37,1,-0.5,-0.866,0.0,-1.0,0.758,0.927,1.2265,4.44,12.7,1
49.77,66.1,3.8,173.6,0.0,0.0,0.0,52.69,66.1,0.753,4.1348,51.19,49.77,0.0,35.9,1011.6,1.45,1,0.866,-0.5,0.7071,0.7071,0.024,0.0,0.0,100.0,180.0,0
23.84,60.06,5.06,229.0,2.41,9.62,0.38,24.14,58.93,0.397,1.1805,25.52,25.65,0.438,17.48,1013.4,1.53,0,-0.0,1.0,-0.2588,-0.9659,0.228,0.162,0.0144,145.62,130.5,0
32.64,36.33,18.15,209.6,0.93,0.11,0.79,34.22,34.65,0.898,3.1384,37.25,36.05,0.098,19.13,1017.8,4.56,0,0.0,-1.0,0.5,-0.866,0.224,0.456,0.0894,20.21,64.9,0
10.65,56.99,1.54,194.5,1.31,12.73,2.61,8.37,62.99,0.187,0.5517,8.82,10.71,0.262,3.74,1020.4,1.31,1,0.866,-0.5,0.0,-1.0,0.205,0.093,0.0035,73.77,145.1,0
14.1,55.94,6.35,217.6,0.97,8.48,22.77,12.53,62.07,0.252,0.709,12.66,14.89,0.265,9.63,1021.9,0.61,1,-0.5,0.866,-0.866,-0.5,0.536,0.035,0.0046,68.11,114.4,0
43.9,53.0,16.87,281.5,0.0,0.0,0.0,44.63,53.0,0.828,4.2548,58.76,43.9,0.01,23.96,1013.3,7.75,1,-0.866,-0.5,-0.5,-0.866,0.001,0.0,0.0,100.0,180.0,0
28.78,38.85,15.19,242.5,0.46,0.99,0.54,29.76,38.27,0.741,2.4191,30.09,29.48,0.172,18.66,1012.5,4.96,0,-1.0,-0.0,0.7071,-0.7071,0.259,0.109,0.0205,22.09,64.0,0
40.44,19.04,30.08,101.0,0.0,0.12,0.19,41.47,20.83,2.124,6.1128,47.28,47.55,0.031,11.21,1008.2,10.16,1,-0.866,-0.5,-0.866,-0.5,0.529,0.925,0.9879,6.75,21.2,1
32.71,36.97,11.05,91.6,0.9,2.03,1.37,34.52,38.92,0.885,3.1196,33.97,35.02,0.177,18.59,1010.4,3.99,0,-0.866,-0.5,0.7071,-0.7071,0.329,0.344,0.0976,14.19,54.4,1
33.57,33.48,12.6,327.1,0.65,1.39,3.79,34.2,36.66,1.002,3.4534,36.68,36.08,0.157,22.59,1008.7,4.97,1,-0.5,-0.866,-0.2588,-0.9659,0.335,0.2,0.0652,15.04,60.0,0
29.04,45.99,16.13,131.1,0.44,3.77,8.67,30.59,48.36,0.632,2.1686,31.5,31.91,0.174,15.1,1009.1,4.8,1,0.0,-1.0,-0.866,-0.5,0.474,0.455,0.1333,25.56,52.6,0
34.55,9.15,33.42,216.4,0.0,0.07,0.29,36.28,13.68,3.774,4.9812,49.22,44.07,0.013,10.75,1008.9,8.0,1,-0.866,-0.5,-0.2588,-0.9659,0.45,0.824,1.2611,6.85,24.9,1
29.29,44.81,11.68,115.9,0.4,1.01,8.27,28.58,46.14,0.654,2.2486,33.99,30.01,0.132,13.45,1013.0,3.35,1,0.0,-1.0,-1.0,-0.0,0.3,0.322,0.0616,28.24,49.9,0
31.12,31.5,17.04,193.4,1.15,2.18,19.03,32.44,32.8,0.988,3.0988,32.37,34.71,0.096,14.77,1009.5,3.92,1,-0.866,-0.5,-0.2588,-0.9659,0.453,0.192,0.0833,21.98,29.8,0
35.34,16.47,19.19,219.1,0.0,0.12,0.1,36.72,16.84,2.146,4.7861,42.01,39.63,0.037,6.3,995.3,10.77,1,-0.866,-0.5,-0.2588,-0.9659,0.512,0.894,0.9264,5.2,0.4,1
30.3,40.21,21.48,225.3,1.36,1.89,0.2,29.42,38.9,0.753,2.5802,32.02,30.48,0.157,14.2,1010.2,3.9,1,-1.0,-0.0,-0.7071,-0.7071,0.283,0.173,0.0359,32.95,30.4,0
44.66,54.61,26.15,236.1,0.0,0.0,0.0,45.16,54.61,0.818,4.2737,53.67,44.66,0.01,12.88,1014.0,14.57,1,0.5,-0.866,-0.7071,0.7071,0.038,0.0,0.0,100.0,180.0,0
30.1,44.66,16.84,57.6,0.7,0.16,2.09,30.04,44.36,0.674,2.3618,34.38,32.07,0.157,14.56,1014.1,5.09,1,-0.5,-0.866,-0.2588,-0.9659,0.282,0.281,0.0523,33.84,36.8,0
33.83,34.37,15.19,116.1,0.73,0.71,8.23,35.31,33.07,0.984,3.459,35.66,37.75,0.167,22.3,1012.3,3.06,1,-0.5,-0.866,0.2588,-0.9659,0.45,0.182,0.0785,14.86,66.0,1
45.99,42.36,13.91,194.1,0.0,0.0,0.0,48.42,42.36,1.086,5.8107,48.85,45.99,0.0,20.92,1012.4,12.51,1,-0.5,0.866,0.9659,0.2588,0.012,0.0,0.0,100.0,180.0,0
36.15,48.52,25.24,94.0,0.0,0.0,0.0,36.82,48.52,0.745,3.0838,42.14,36.15,0.01,18.45,1013.6,4.4,0,0.0,-1.0,0.0,1.0,0.027,0.0,0.0,100.0,180.0,0
46.36,10.05,3.36,95.9,0.0,0.0,0.0,49.27,10.05,4.614,9.2409,54.16,46.36,0.0,35.4,1006.4,5.6,1,0.866,0.5,0.9659,0.2588,0.026,0.0,0.0,100.0,180.0,0
33.82,30.85,11.8,179.7,0.1,0.36,8.95,33.59,30.61,1.096,3.6413,36.79,36.32,0.119,16.04,1016.1,3.36,1,-0.866,-0.5,0.7071,-0.7071,0.269,0.176,0.0504,26.35,25.5,0
19.06,60.52,5.46,237.5,5.15,1.29,2.88,18.64,69.59,0.315,0.8708,18.16,17.84,0.335,16.15,1016.4,2.26,0,-0.0,1.0,-0.9659,-0.2588,0.322,0.089,0.0089,109.1,137.6,0
32.85,31.92,21.53,74.7,0.34,0.24,2.08,32.59,39.55,1.029,3.395,35.19,33.57,0.154,20.16,1017.1,4.41,0,-1.0,-0.0,-0.2588,-0.9659,0.234,0.305,0.0713,26.37,23.6,0
23.76,45.83,8.56,134.9,1.79,9.02,3.07,24.53,51.92,0.518,1.5932,23.1,22.15,0.402,16.99,1018.0,2.17,1,-0.866,0.5,-0.7071,-0.7071,0.193,0.249,0.0243,53.03,133.1,0
35.75,12.33,25.18,117.7,0.0,0.19,0.18,36.59,16.47,2.899,5.1361,48.16,40.55,0.024,9.13,1006.8,8.37,1,-0.5,-0.866,-0.866,-0.5,0.546,0.861,1.2611,5.06,16.6,1
30.41,37.39,14.65,121.7,0.05,1.52,0.32,31.54,36.69,0.813,2.7195,32.78,31.04,0.135,16.73,1010.4,4.7,1,0.0,-1.0,0.7071,-0.7071,0.415,0.133,0.0438,23.11,47.1,0
43.85,8.11,26.28,123.5,0.0,0.29,0.3,44.79,11.64,5.408,8.2975,56.57,53.41,0.037,21.23,996.5,9.71,1,-0.866,-0.5,-0.7071,-0.7071,0.387,0.596,1.1119,5.78,6.6,1
31.52,32.56,14.23,50.2,0.41,1.27,0.67,33.24,40.44,0.968,3.1201,34.98,32.65,0.124,14.46,1009.0,5.36,0,0.0,-1.0,0.5,-0.866,0.483,0.499,0.2264,25.89,40.6,0
30.64,45.03,16.78,13.9,0.06,0.89,1.02,32.03,51.75,0.68,2.4197,34.88,33.72,0.115,13.41,1010.7,5.34,0,0.0,-1.0,0.0,-1.0,0.408,0.224,0.0609,10.5,56.7,0
6.72,57.69,4.46,12.9,0.34,11.01,1.24,3.83,63.83,0.117,0.4159,5.03,7.5,0.215,2.89,1024.7,1.91,0,-0.5,0.866,0.5,-0.866,0.583,0.133,0.0089,69.84,159.9,0
8.16,81.0,13.36,122.5,0.64,13.54,5.58,7.27,90.6,0.101,0.206,9.78,8.87,0.346,0.99,1021.7,0.7,0,0.5,-0.866,0.2588,0.9659,0.353,0.288,0.0101,90.51,105.2,0
5.34,61.75,12.47,173.5,1.62,0.73,10.86,4.34,63.15,0.086,0.3416,5.2,5.21,0.321,0.73,1017.7,1.51,0,-0.0,1.0,-0.7071,-0.7071,0.204,0.268,0.0046,97.26,134.0,0
33.38,40.81,12.33,71.6,0.14,1.25,3.17,33.97,42.96,0.818,3.0404,36.9,35.34,0.167,16.51,1013.1,4.91,0,-0.5,-0.866,-0.9659,-0.2588,0.394,0.479,0.151,26.04,57.6,1
32.97,48.53,11.99,79.2,0.06,0.74,4.39,33.1,54.18,0.679,2.5841,37.31,35.52,0.167,22.22,1011.6,5.1,0,-1.0,-0.0,0.7071,-0.7071,0.486,0.317,0.1027,33.04,46.8,1
28.82,38.22,19.1,337.6,0.47,0.77,2.05,28.8,42.83,0.754,2.4493,31.77,29.7,0.157,14.06,1014.8,5.82,0,-0.5,-0.866,0.2588,-0.9659,0.338,0.39,0.0968,22.28,42.7,0
42.98,12.55,13.6,218.8,0.0,0.0,0.0,45.15,12.55,3.425,7.5474,48.38,42.98,0.0,13.05,1010.8,4.57,0,0.0,-1.0,0.866,0.5,0.029,0.0,0.0,100.0,180.0,0
